src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"""Stopped for a quick drink at a lemonade stand in Harlan, Iowa. When life gives you lemons, make big structural change!"" Warren said on Twitter.",“ 来到 爱荷华州 哈兰 市 ， 在 一个 柠檬水 摊前 ， 小憩 一会 来 一杯 。 当 生活 给 你 柠檬 的 时候 ， 就要 做出 重大 的 结构性 改变 ！ ”   沃伦 在 推特上 发文 。,"""Come Iowa, Harlan, stop by lemonade stall, grab a cup, life give lemon, make big structural change!"" - Warren on Twitter",在 爱荷华州 的 哈兰 停下 一会儿 喝 了 一杯 柠檬水 ， Warren 在 Twitter 上 说 ： “ 当 生活 给 你 柠檬 时 ， 做 大规模 的 结构性 改变 ！ ”,"""Warren  zai  Twitter  jiang ，‘ zai  Harlan, Iowa  de ning meng shui tan ting xia lai he le yi bei 。 sheng huo gei ni ning meng ， jiu yao zuo da gai bian ！’""","“Arrived in Iowa  ha lan shi , at a  ning meng shui  stall, take a break and grab a cup. When life  gei ni ning meng , must make some major structural changes ah!”  wo lun  posted on Twitter.","""Warren  zai  Twitter  shuo ： zai  Iowa  de  lemonade stand  kuai su ting xia he yi bei 。 sheng huo gei ni  lemons,  jiu yao zuo da jie gou gai bian ！""",“ lai dao   ai he hua zhou   ha lan   shi ，  zai   yi ge   ning meng shui   tan qian ，  xiao qi   yi hui ，  lai   yi bei 。  dang   sheng huo   gei   ni   ning meng   de   shi hou ，  jiu yao   zuo chu   zhong da   de   jie gou xing   gai bian ！ ”  wo lun   zai   tui te shang   fa wen 。,"""Warren  zai  Twitter  shang shuo ，' wo zai  Harlan, Iowa  ting xia he le yi bei  lemonade，' stopped  le  for quick drink. When life  gei ni  lemons,  jiu yao  make big structural change!'""",“ lai dao ha lan ，  zai yi ge ning meng shui tan qian ， xiao qi yi xia ， lai yi bei ！  dang sheng huo gei ni ning meng de shi hou ， jiu yao zuo chu zhong da jie gou xing gai bian ！”  wo lun zai tui te shang fa wen 。
"The two kids were excited about meeting a presidential candidate in person. The Michels girl urged her parents to vote for the Massachusetts senator in 2020 after the photo op. The parents instead explained Warren's stance on abortion. The girls and their parents decided to donate to the March for Life Education and Defense Fund, a non-profit that supports pro-life legislation.",这 两个 孩子 很 高兴 能 见到 一位 总统 候选人 。 照片 公开 后 ， 这 名叫 做 米歇尔 斯 的 女孩 敦促 其 父母 在   2020   年 投票 给 这位 马萨诸塞州 参议员 。 然而 ， 父母 解释 了 沃伦 对 堕胎 的 立场 。 女孩 们 和 其 父母 决定 向 生命 教育 和 防卫 基金会 捐款 ， 这是 一个 非盈利 组织 ， 支持 反 堕胎 立法 。,"Two kids super duper happy see one presiden candidate lah. After photo release, girl Michelle ask parent vote for Mass senator in 2020, but parent explain Warren's view on abortion. Kids and parent decide donate to pro-life charity, Life Education and Defense Foundation, which support anti-abortion law.",两个 小孩 对 与 总统 候选人 面对面 相见 非常 兴奋 。 米歇尔 的 女孩 在   ch ụ p 照片 后 ， 敦促 父母 在 2020 年 支持 马萨诸塞州 参议员 ， 后来 父母 却 解释 了 华伦 的 堕胎 立场 。 两个 小女孩 和 他们 的 父母 决定 捐赠 给 生命 行进 教育 和 防卫 基金会 ， 一个 支持 反 堕胎 立场 的 非营利 组织 。,na liang ge xiao hai hen xing fen ke yi jian dao zong tong hou xuan ren 。Michels de nv hai zai pai zhao hou jiao ta fu mu qu tou piao gei 2020 nian de ma sa zhu sai zhou can yi yuan 。 ke shi ta de fu mu fan er gen ta jie shi Warren dui duo tai de li chang 。 zui hou ， nv hai he ta de fu mu jue ding juan kuan gei March for Life Education and Defense Fund， yi ge zhi chi fan duo tai li fa de fei ying li zu zhi 。,zhe liang ge hai zi hen kai xin ke yi jian dao yi wei zong tong hou xuan ren 。 zhao pian gong kai hou ， zhe ge jiao zuo mi xie er si de nv hai jiu jiao ta fu mu zai 2020 nian tou piao gei zhe wei ma sa zhu sai zhou de can yi yuan 。 bu guo ， fu mu jie shi le wo lun dui duo tai de li chang 。 jie guo ， nv hai he ta de fu mu jue ding juan kuan gei sheng ming jiao yu he fang wei ji jin hui ， zhe shi yi ge zhi chi fan duo tai li fa de fei ying li zu zhi 。,"zhe liang ge  kids  hen xing fen yao jian dao  presidential candidate  qin zi 。Michels  de  girl  jiao ta de  parents  tou piao gei  Massachusetts senator  zai  2020  nian ，after the photo op。 ke shi ，parents  fan er  explained Warren's stance on abortion.  zhe liang ge  girls  he ta men de  parents  jue ding  donate  gei  March for Life Education and Defense Fund,  yi ge  non-profit  zhi chi  pro-life legislation.",zhe   liang ge   hai zi   hen   gao xing   neng   jian dao   yi wei   zong tong   hou xuan ren  。  zhao pian   gong kai   hou  ，  zhe   ming jiao   zuo   mi xie er   de   nv hai   dun cu   qi   fu mu   zai  2020  nian   tou piao   gei   zhe wei   ma sa zhu sai zhou   can yi yuan  。  ran er  ，  fu mu   jie shi   le   wo lun   dui   duo tai   de   li chang  。  nv hai   men   he   qi   fu mu   jue ding   xiang   sheng ming   jiao yu   he   fang wei   ji jin hui   juan kuan  ，  zhe shi   yi ge   fei ying li   zu zhi  ，  zhi chi   fan   duo tai   li fa  。,zhe liang ge  kids  hen xing fen yao jian dao  presidential candidate  qin zi 。Michels  de  girl  hai jiao ta de  parents  tou piao gei  Massachusetts senator  zai  2020  nian de  photo op  zhi hou 。 ke shi ，parents  fan er  explained Warren's stance on abortion。 zui hou ，girls  he ta men de  parents  jue ding juan kuan gei  March for Life Education and Defense Fund， yi ge zhi chi  pro-life legislation  de  non-profit。,zhe liang ge hai zi   hen   gao xing   neng   jian dao   yi wei   zong tong   hou xuan ren  。  zhao pian gong kai hou ，  zhe ming jiao zuo   mi xie er si   de   nv hai   dun cu   qi   fu mu   zai  2020  nian   tou piao   gei   zhe wei   ma sa zhu sai zhou   can yi yuan   wo lun  。  ran er ，  fu mu   jie shi le   wo lun   dui   duo tai   de   li chang  。  nv hai   men   he   qi   fu mu   jue ding   xiang   sheng ming   jiao yu   he   fang wei   ji jin hui   juan kuan  ，  zhe shi   yi ge   fei ying li   zu zhi  ，  zhi chi   fan   duo tai   li fa  。
"""My daughter told us she wanted us to vote for her,"" Michels said. ""We talked about the abortion part of things and said maybe we should donate money to stop abortion, and my daughter was all for that.""",米歇尔 斯说 ： “ 我 女儿 告诉 我们 ， 她 希望 我们 投 她 一票 ” 。 “ 我们 谈 了 堕胎 的 事 ， 说 也许 我们 应该 把 钱 捐给 反 堕胎 事业 ， 我 女儿 完全 赞成 。 ”,"""Michaels say, ""My daughter tell us, she wan us vote for her."" ""We talk abou' abortion, say maybe we should donate money to anti-abortion cause, my daughter wholeheartedly agree.""",米歇尔 说 ： “ 我 女儿 告诉 我们 她 希望 我们 为 她 投票 。 ”   我们 讨论 了 关于 堕胎 的 部分 问题 ， 觉得 或许 我们 应该 捐款 来 阻止 堕胎 ， 我 的 女儿 完全 支持 这个 想法 。,“ wo nv er gen wo men shuo ta xiang yao wo men tou piao gei ta ，”Michels  shuo 。“ wo men tao lun le guan yu duo tai de shi qing ， ran hou shuo ye xu wo men ying gai juan qian qu zu zhi duo tai ， wo nv er dui ci fei chang zhi chi 。”,mi xie er si shuo ：“ wo nv er gao su wo men ， ta xi wang wo men tou ta yi piao 。” “ wo men tan le duo tai de shi ， jiang ke neng wo men ying gai ba qian juan gei fan duo tai shi ye ， wo nv er wan quan zan cheng ge 。”,""" wo men  talked about  ta de xiang fa ,  ta shuo  'we should vote for her'."" Michels  shuo . "" wo men  talked about abortion  de shi qing ,  shuo  maybe  wo men ying gai  donate money  lai  stop abortion,  ran hou wo de nv er ye shi hen zhi chi zhe ge .""",mi xie er   si shuo : “ wo   nv er   gao su   wo men ， ta   xi wang   wo men   tou   ta   yi piao 。” “ wo men   tan   le   duo tai   de   shi ，  shuo   ye xu   wo men   ying gai   ba   qian   juan gei   fan   duo tai   shi ye ， wo   nv er   wan quan   zan cheng 。”,""" wo nv er  said  wo men  should vote for her,"" Michels  shuo . "" wo men  talked about the abortion  de  things,  ran hou  said maybe  wo men  should donate money to stop abortion,  er qie  my daughter was all for that.""",mi xie er si shuo ：“ wo   nv er   gao su   wo men ，  ta   xi wang   wo men   tou   ta   yi piao 。” “ wo men   tan   duo tai   de   shi ，  shuo   ye xu   wo men   ying gai   ba   qian   juan gei   fan   duo tai   shi ye ，  wo   nv er   wan quan   zan cheng 。”
Why viruses like Herpes and Zika will need to be reclassified: Biotech impact,为什么 需要 重新 分类 疱疹病毒 和 寨 卡 病毒 ： 生物 技术 的 影响,Why need to reclassify vesikovirus and Zika virus: biotech got impact oni,病毒 如 疱疹 和   Zika   将 需要 重新 分类 ： 生物 技术 影响,wei shen me xiang Herpes he Zika zhe yang de bing du xu yao chong xin fen lei : Biotech de ying xiang 。,Why we need to chong xin fen lei  the herpes virus and the Zika virus:  sheng wu ji shu de ying xiang  lah.,"Herpes  he  Zika  xu yao  reclassified:  yin wei  biotech  de  impact  ke neng hui  be  hen da ,  hai hui ying xiang wo men dui zhe xie bing du de li jie 。",wei shen me wo men   xu yao   chong xin   fen lei   pao zhen bing du   he   zhai ka bing du  ：  zhe ge wen ti   she ji dao   sheng wu   ji shu   de   ying xiang 。,wei shen me  Herpes  he  Zika  bing du xu yao bei chong xin fen lei :  yin wei zhe ge  biotech  de  impact  hen da 。,wei shen me  we need  chong xin   fen lei   pao zhen bing du   he   zhai ka bing du :  sheng wu   ji shu   de   ying xiang  is very important lah.
"New research reveals that the way viruses were perceived in terms of their architecture will need to be retooled, because they are actually structured in many more patterns than previously understood. The findings could have significant impact on how they are classified, our understanding of how they form, evolve and infect hosts, and strategies to identify ways to design vaccines to target them.",最新 研究 表明 ， 人们 对 病毒 结构 的 认知 方式 需要 重新 调整 ， 因为 它们 的 结构 实际上 比 以前 所 了解 的 要 更加 多样 这些 发现 可能 对 它们 的 分类 、 我们 对 它们 如何 形成 、 演变 和 感染 宿主 的 理解 ， 以及 如何 设计 应对 它们 的 疫苗 产生 重大 影响 。,"Latest research show dat people need ta adjust how we understand viruses' structure, cos they actually got more complex structures than we thought before. Dis discovery may affect how we categorise them, understand how they form, evolve, infect hosts, and design vaccines against them, got big impact lah.",新 研究 显示 ， 病毒 在 结构 方面 的 观念 需要 重新 设计 ， 因为 它们 实际上 有 许多 以前 未知 的 模式 。 这些 发现 可能 对 其 分类 、 形成 、 进化 、 感染 主机 以及 设计 疫苗 来 针对 它们 的 策略 都 有 重大 影响 。,xin yan jiu xian shi ， bing du de jie gou kan fa xu yao chong xin tiao zheng ， yin wei ta men de gou zao qi shi bi zhi qian li jie de yao fu za de duo 。 zhe ge fa xian ke neng hui dui bing du de fen lei chan sheng zhong da ying xiang ， ye hui gai bian wo men dui ta men ru he xing cheng 、 jin hua he gan ran su zhu de li jie ， yi ji shi bie she ji yi miao zhen dui ta men de ce lve 。,zui xin  research  biao ming ，people  dui  virus  jie gou de ren zhi fang shi xu yao chong xin  adjust， yin wei ta men de jie gou qi shi bi yi qian suo liao jie de geng jia duo yang 。 zhe xie fa xian ke neng dui ta men de  classification、 wo men dui ta men ru he xing cheng 、 yan bian he gan ran su zhu de li jie ， yi ji ru he she ji ying dui ta men de  vaccine  chan sheng zhong da ying xiang 。,xin de  research reveals that viruses  de  architecture  xu yao  retooled， yin wei ta men  actually  shi  structured  zai  many more patterns  li mian  than  wo men zhi qian li jie de 。 zhe xie  findings  ke neng hui dui ta men de fen lei 、 wo men dui ta men ru he xing cheng 、evolve  he  infect hosts  de li jie ， yi ji she ji  vaccines  lai  target them  de ce lve   you  significant impact。,zui xin   yan jiu   biao ming ，  ren men   dui   bing du   jie gou   de   ren zhi   fang shi   xu yao   chong xin   tiao zheng ， yin wei   ta men   de   jie gou   shi ji shang   bi   yi qian   suo   liao jie   de   yao   geng jia   duo yang 。  zhe xie   fa xian   ke neng   dui   ta men   de   fen lei 、 wo men   dui   ta men   ru he   xing cheng 、 yan bian   he   gan ran   su zhu   de   li jie ， yi ji   ru he   she ji   ying dui   ta men   de   yi miao   chan sheng   zhong da   ying xiang 。,xin yan jiu xian shi ， guan yu bing du de  perception  xu yao chong xin tiao zheng ， yin wei ta men de jie gou qi shi bi zhi qian li jie de geng jia fu za 。 zhe xie  findings  ke neng hui dui ta men de  classification、 wo men dui ta men ru he xing cheng 、 jin hua he gan ran su zhu de li jie ， yi ji she ji zhen dui ta men de yi miao ce lve chan sheng zhong da ying xiang 。,zui xin yan jiu biao ming ，people  dui bing du jie gou de ren zhi fang shi xu yao chong xin tiao zheng ， yin wei ta men de jie gou qi shi bi yi qian suo liao jie de geng jia duo yang 。These findings  ke neng dui ta men de fen lei 、 wo men dui ta men ru he xing cheng 、 yan bian he gan ran su zhu de li jie ， yi ji ru he she ji ying dui ta men de yi miao ， chan sheng zhong da ying xiang 。
"In the 1950s and '60s as scientists began to obtain high resolution images of viruses, they discovered the detailed structure of the capsid -- an outer protective layer composed of multiple copies of the same protein -- which protects the virus' genetic material. The majority of viruses have capsids that are typically quasi-spherical and display icosahedral symmetry -- like a 20-sided dice for instance.",上 世纪   50   年代 和   60   年代 ， 科学家 们 开始 获得 病毒 的 高分辨率 图像 ， 发现 了 病毒 衣壳 的 详细 结构 ； 衣壳 是 由 同一 蛋白质 的 多个 副本 组成 的 外层 保护层 ， 用于 保护 病毒 的 遗传物质 。 大多数 病毒 的 衣壳 都 是 典型 的 准 球形 ， 呈现出 二 十面体 对称 的 结构 ， 好像 一个   20   面 的 骰子 。,"Lah, in the 50s leh 60s, scientists start get high-resolution pic of viruses, then discover dat the viral coat, or shell, is made up of many copies of same protein, like a outer protective layer to shield the virus's genetic material. Most viruses got typical icosahedral shape, like a 20-sided die, got symmetry.",1950 和 1960 年代 ， 当 科学家 开始 获得 高分辨率 的 病毒 图像 时 ， 发现 了 病毒 的 详细 结构 — — 一个 由 多个 相同 蛋白质 组成 的 外层 保护层 ， 称为 壳 （ capsid ） ， 保护 病毒 的 基因 物质 。 大多数 病毒 具有 典型 的 半球形 壳 ， 展现 icosahedral 对称性 — — 例如 类似 于 20 面体 的 形状 。,zai 1950 nian dai he 60 nian dai ， dang ke xue jia men kai shi huo qu gao fen bian lv de bing du tu xiang shi ， ta men fa xian le wai ke de xiang xi jie gou —— yi ge you duo ge xiang tong dan bai zhi zu cheng de wai bu bao hu ceng —— zhe ge wai ke bao hu bing du de yi chuan wu zhi 。 da duo shu bing du de wai ke tong chang shi zhun qiu xing de ， bing qie ju you 20 mian tou zi de dui chen xing 。,shang ge shi ji  50  nian dai   he  60  nian dai ， ke xue jia men kai shi huo de bing du de gao fen bian lv tu xiang ， fa xian bing du yi ke de xiang xi jie gou ； yi ke shi you tong yi zhong dan bai zhi di duo ge fu ben zu cheng de wai ceng bao hu ceng ， yong lai bao hu bing du de yi chuan wu zhi 。 da duo shu bing du de yi ke dou shi dian xing de zhun qiu xing ， cheng xian chu er shi mian ti dui chen de jie gou ， hao xiang yi ge  20  mian de tou zi ， zhen de hen shen qi o ！,"zai 1950 nian dai he 60 nian dai ,  ke xue jia kai shi huo qu gao fen bian lv de bing du  (viruses)  tu xiang ,  ta men fa xian le bing du  (virus')  de wai ke jie gou  --  zhe ge wai ke shi you duo ge xiang tong de dan bai zhi zu cheng de ,  zhu yao  (majority)  de bing du  (viruses)  yong you  (have)  zhe zhong wai ke ,  ta  (the)  bao hu  (protects)  bing du de yi chuan  (genetic)  wu zhi  (material.)",shang shi ji  50  nian dai   he  60  nian dai ， ke xue jia men   kai shi huo de   bing du   de   gao fen bian lv   tu xiang ， fa xian   le   bing du   de   yi ke   xiang xi   jie gou ； yi ke   shi   you   tong yi   dan bai zhi   de   duo ge   fu ben   zu cheng   de   wai ceng   bao hu ceng ， yong yu   bao hu   bing du   de   yi chuan wu zhi 。,"zai 1950s he 60s, scientists  kai shi  to obtain  gao fen bian lv de bing du tu xiang ,  ta men fa xian le  capsid  de xiang xi jie gou  --  yi ge you duo ge xiang tong dan bai zhi zu cheng de  outer protective layer --  zhe ge  layer  bao hu bing du de yi chuan wu zhi 。",zai  50  shi ji   de  60  nian dai ， ke xue jia   men   kai shi   huo de   bing du   de   gao fen bian lv   tu xiang ， fa xian   bing du   yi ke   shi   you   tong yi   dan bai zhi   de   duo ge   fu ben   zu cheng   de wai ceng bao hu ceng 。 da duo shu   bing du   de   yi ke   shi   dian xing   de   zhun   qiu xing ， cheng xian chu   er shi mian ti   dui chen   de   jie gou ， xiang yi ge  20  mian   de   tou zi 。
"The capsid shell is what protects them, and as scientists discovered their structure, they proposed that capsids could have different sizes and hold different amounts of genome, and therefore could infect hosts differently.",衣壳 是 病毒 的 保护层 ， 当 科学家 发现 衣壳 的 结构 时 ， 他们 提出 衣壳 有 不同 的 大小 并且 携带 不同 数量 的 基因组 ， 因此 病毒 能够 以 不同 的 方式 感染 宿主 。,"Shell lah virus' protective layer leh, when scientist discover shell structure, they propose shell got different size and carry different number of genome, so virus can infect host in different way.",外壳 （ capsid ） 是 保护 他们 的 屏障 ， 科学家 通过 发现 其 结构 ， 提议 外壳 可以 有 不同 的 大小 ， 携带 不同 的 基因组 量 ， 从而 能够 以 不同 的 方式 感染 宿主 。,Capsid shell  jiu shi bao hu ta men de dong xi ， ke xue jia fa xian ta men de jie gou hou ， ti chu  capsids  ke yi you bu tong de da xiao ， zhuang bu tong shu liang de ji yin zu ， suo yi ke yi bu tong fang shi gan ran su zhu 。,"yi ke  is the virus  de bao hu ceng  lah,  dang  scientists  fa xian yi ke de jie gou shi ， ta men jiu ti chu yi ke you bu tong de da xiao  and  hai xie dai bu tong shu liang de  genome,  suo yi bing du ke yi yong bu tong de fang shi lai gan ran su zhu ge 。","Capsid  de  shell  jiu shi bao hu ta men de ,  er  scientists  fa xian le ta de jie gou hou ,  ta men ti yi  capsid  ke yi you bu tong de da xiao ， neng gou rong na bu tong shu liang de  genome,  suo yi ke yi  infect hosts differently.",yi ke   shi   bing du   de   bao hu ceng ，  dang   ke xue jia   fa xian   yi ke   de   jie gou   shi ，  ta men   ti chu   yi ke   you   bu tong   de   da xiao ，  bing qie   xie dai   bu tong   shu liang   de   ji yin zu ，  yin ci   bing du   neng gou   yi   bu tong   de   fang shi   gan ran   su zhu 。,"The capsid  de  shell  jiu shi  protects them,  ran hou  scientists  fa xian le ta men de jie gou ,  ta men  proposed capsids  ke yi you bu tong de  sizes,  hai ke yi  hold  bu tong de  genome,  suo yi  therefore  ta men ke yi  infect hosts differently.",yi ke   shi   bing du   de   bao hu ceng ， ke xue jia   fa xian   yi ke   you   bu tong   de   da xiao ， bing qie   xie dai   bu tong   shu liang   de   ji yin zu ，  suo yi   bing du   neng gou   yi   bu tong   de   fang shi   gan ran   su zhu ，  yin ci   ta men   ke yi   shi ying   bu tong   de   huan jing 。
Why this matters,为什么 这 一点 很 重要,"""Disa point very important lah, cos if you do good, you get more good back, so you motivate to continue do good things, know?""",因为 这 说明 了 一个 道德 循环 ： 好事 带来 更 多 的 好事,wei shen me zhe ge zhong yao ne ?,Why this  yi dian  very important lah.,zhe ge wei shen me zhong yao ne ?,Why this  yi dian  is very  zhong yao ?,Why  zhe ge shi qing  matters  shi yin wei ta hen zhong yao 。,Why  zhe   yi dian  is  hen   zhong yao  ah?
"When designing drugs to target viruses, scientists can now take their varying structural shapes into account to improve efficacy.",在 设计 针对 病毒 的 药物 时 ， 科学家 现在 可以 考虑 它们 不同 的 结构 形状 来 提高 疗效 。,"Nowadays, scientists can design medicine against virus by considering different shapes of them to improve effectiveness lah.",设计 针对 病毒 的 药物 时 ， 科学家 现在 可以 考虑 其 各异 的 结构 形态 ， 以 提高 疗效 。,dang ke xue jia she ji yao wu qu zhen dui bing du de shi hou ， ta men xian zai ke yi kao lv dao bing du de bu tong jie gou xing zhuang lai ti gao  efficacy。,"When designing  zhen dui  viruses  de  medicine, scientists now  ke yi kao lv  their different structures and shapes  lai ti gao  effectiveness.",dang ke xue jia she ji yao wu lai zhen dui bing du shi ， ta men xian zai ke yi kao lv bing du bu tong de jie gou xing zhuang lai ti gao xiao guo 。,zai she ji zhen dui bing du de yao wu shi ， ke xue jia xian zai ke yi kao lv ta men bu tong de jie gou xing zhuang   lai   ti gao   liao xiao 。,zai  designing  yao wu lai zhen dui bing du shi ， ke xue jia men ke yi kao lv ta men bu tong de jie gou xing zhuang lai ti gao  efficacy.,zai  designing  zhen dui  virus  de yao wu shi ， ke xue jia xian zai ke yi kao lv ta men bu tong de jie gou xing zhuang lai ti gao   liao xiao 。
"Two researchers who study the structures of viruses, Antoni Luque, a theoretical biophysicist at San Diego State University and a member of its Viral Information Institute, and Reidun Twarock, a mathematical biologist from the University of York, UK, and a member of York's Cross-disciplinary Centre for Systems Analysis, show that many viruses have essentially been misclassified for 60 years, including common viruses such as Herpes simplex and Zika.",病毒信息 研究所 的 两位 研究 人员 针对 病毒 结构 进行 了 专门 的 研究 ， 一位 是 圣地亚哥 州立大学 的 理论 生物 物理学家 安东尼 · 卢克 ， 另 一位 是 英国 约克 大学 的 数学 生物学家   雷顿 · 迪瓦 洛克 ， 得出结论 ： 许多 病毒 在   60   年 来 基本上 已经 被 错误 分类 ， 包括 常见 的 病毒 ， 例如 单纯 疱疹病毒 和 寨 卡 病毒 。,"Two researchers from the Virus Information Research Institute, Anthony Luke, a theoretical biophysicalist from San Diego State University, and Reetun Devallack, a computational biologist from University of York, concluded that many viruses, including common ones like herpes simplex and zika virus, have been misclassified since 60 years ago.",安东尼 · 鲁克 和 里德 恩 · 特瓦 洛克 两位 研究 病毒 结构 的 研究 人员 ， 鲁克 是 加州 州立大学 的 理论 生物 物理学家 ， 属于 该校 病毒信息 研究所 ， 特瓦 洛克 是 英国 约克 大学 的 数学 生物学家 ， 属于 该校 跨学科 的 系统分析 中心 ， 指出 大约 60 年来 许多 病毒 被 错误 地 分类 ， 包括 常见 的 病毒 如 疱疹病毒 和   Zika 病毒 。,liang ge yan jiu bing du jie gou de yan jiu yuan ，Antoni Luque， lai zi sheng di ya ge zhou li da xue de li lun sheng wu wu li xue jia ， hai you Reidun Twarock， lai zi ying guo yue ke da xue de shu xue sheng wu xue jia ， ta men fa xian hen duo bing du qi shi bei cuo fen lei le zheng zheng 60 nian ， bao kuo xiang Herpes simplex he Zika zhe yang de chang jian bing du 。,Virus information  yan jiu suo   de   liang wei  researchers  zhen dui  virus  jie gou   zuo le zhuan men de yan jiu ，  yi wei shi   sheng di ya ge   zhou li da xue   de   li lun sheng wu wu li xue jia   an dong ni · lu ke ，  ling yi ge shi   ying guo   yue ke da xue   de   shu xue sheng wu xue jia   lei dun · di wa luo ke ，  ta men de chu jie lun ： hen duo  viruses  zai guo qu  60  nian   ji ben shang   bei cuo wu fen lei ，  bao kuo yi xie chang jian de  viruses like  dan chun pao zhen bing du   he   zhai ka bing du 。,"zhe liang ge  researchers, Antoni Luque  he  Reidun Twarock,  fa xian hen duo  viruses  qi shi bei wu fen lei le 60 nian ,  bao kuo yi xie  common viruses,  bi ru  herpes simplex  he  zika.",bing du xin xi   yan jiu suo   de   liang wei   yan jiu ren yuan   zhen dui   bing du   jie gou   jin xing   le   zhuan men   de   yan jiu ，  yi wei   wu li xue jia   shi   sheng di ya ge   zhou li da xue   de   an dong ni  ·  lu ke ，  ling yi wei   shi   ying guo   yue ke   da xue   de   shu xue   sheng wu xue jia   lei dun  ·  di wa   luo ke 。  ta men de chu jie lun ： xu duo   bing du   zai  60  nian   lai   ji ben shang   yi jing   bei   cuo wu   fen lei ，  bao kuo   chang jian   de   bing du ，  li ru   dan chun   pao zhen bing du   he   zhai   ka   bing du 。,"liang ge  researchers, Antoni Luque  he  Reidun Twarock,  yan jiu  viruses  de jie gou ， fa xian  many viruses  qi shi zai guo qu  60  nian li bei  misclassified  le ， bao kuo  common viruses  xiang  Herpes simplex  he  Zika。Reidun  zai  York's cross-disciplinary centre for Systems Analysis  gong zuo 。",The virus information  yan jiu suo   de   liang wei yan jiu ren yuan ， lei dun  ·  di wa   luo ke   he   ling yi wei   sheng di ya ge   zhou li da xue   de   li lun sheng wu wu li xue jia ， fa xian xu duo bing du zai guo qu 60 nian ji ben shang yi jing bei cuo wu fen lei ， bao kuo chang jian de bing du ， li ru dan chun pao zhen bing du he zhai ka bing du 。
"This was because despite having the structural images from cryo-electron microscopy, we did not have the mathematical description of many of the architectures of different viruses.",尽管 我们 已经 获取 低温 电子显微镜 的 结构 图像 ， 但是 研究 人员 并 没有 对 不同 病毒 结构 进行 数学 描述 。,"""Although we get structure image of cryo-electron microscope, research people no do mathematical description for different virus structure lah.""",这 是因为 尽管 有 了 通过 冷电 显微镜 获得 的 结构 图像 ， 但 我们 却 未能 描述 多数 病毒 的 不同 架构 的 数学 描述 。,zhe ge shi yin wei sui ran wo men you  cryo-electron microscopy  de jie gou tu xiang ， dan wo men mei you hen duo bu tong bing du de shu xue miao shu 。,"Although  wo men  already get  di wen dian zi xian wei jing   de  structure image, but  yan jiu ren yuan   mei you   dui   bu tong bing du jie gou   zuo shu xue miao shu 。","This  shi yin wei  despite  wo men you  cryo-electron microscopy  de jie gou tu xiang ,  dan wo men mei you hen duo bu tong bing du de shu xue miao shu 。",jin guan   wo men   yi jing   huo qu   di wen   dian zi xian wei jing   de   jie gou   tu xiang ，  dan shi   yan jiu   ren yuan   bing   mei you   dui   bu tong   bing du   jie gou   jin xing   shu xue   miao shu 。,zhe ge shi yin wei sui ran wo men you  cryo-electron microscopy  de jie gou tu xiang ，  dan shi wo men mei you hen duo bu tong bing du de jia gou de shu xue miao shu 。,jin guan wo men yi jing huo qu dao di wen dian zi xian wei jing de jie gou tu xiang ，but  yan jiu ren yuan bing mei you dui bu tong bing du jie gou jin xing shu xue miao shu 。
