id,src,tgt,generated,method,model,direction,comet,bertscore,GPT_a,GPT_f,human_accuracy,human_fluency,human_code-mixedness
d1e3cae8-14f0-4d6a-9e91-8ed09aa417ba,"""I would've preferred it to have been a completely clean Games,"" the 20-year-old Welsh swimmer said afterwards.",事后 这位 来自 威尔士 的 20 岁 游泳 选手 表示 ： “ 我 宁愿 这是 一场 完全 干净 的 比赛 。 ”,"After the event, this 20-year-old swimmer from Wales 表示: “I rather this be a 完全干净的比赛.”",baseline,full_gpt-4o-mini,tgt,0.5656811594963074,0.8456888496875763,2,2,3,3,3
3c5e82cf-7924-4d89-8b80-3dfc9bd6586f,"""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,"里福戴着他那象征性的黑色口罩说：“English not my mother tongue lah, so I don’t understand your country’s事情。”",baseline,full_gpt-4o-mini,tgt,0.559512734413147,0.8437745273113251,2,2,3,3,2
e5b011f1-d843-415a-942d-ee10e304038c,"""I want a referendum, but I won't protest for security reasons,"" said Deyan.",德扬 表示 ： “ 我 希望 进行 公民投票 ， 但是 为了 安全 起见 我 不会 进行 抗议 。 ”,"德扬 say: “I 希望 to do 公民投票, but 为了安全, I 不会去 抗议。”",baseline,full_gpt-4o-mini,tgt,0.7997531890869141,0.8496875762939453,2,2,3,3,3
6749301a-62de-471e-9e1f-a2d64e77f8d7,"""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,"""在这个行业跑路的风气那么盛行，P2P平台提取巨额的风险准备金，真的是一个很重要的手段来稳定投资者的军心啊。""",baseline,full_gpt-4o-mini,tgt,0.6567463874816895,0.8143324255943298,2,2,3,3,1
102ced42-eb0b-4200-905a-695fcbe38661,"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民老陈对武汉晚报记者说：“I no confidence 对 3000 点 以上的行情，关于大扩容发新股，我 still a bit scared lah。”,baseline,full_gpt-4o-mini,tgt,0.5860171914100647,0.8303515613079071,2,2,3,2,3
76ce9b77-eb54-435a-b0b8-57353dd5efad,"""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,"""Don't see now the river level and bridge level 差不多有 4 米多, when mountain flood come, the river water can overtake the bridge level one.""",baseline,full_gpt-4o-mini,tgt,0.4961016327142715,0.8315562605857849,1,1,3,2,3
68be43a6-2a08-4fd2-b5bb-b298aba8593d,"""Governmental cars, in most cases, are in active maintenance and in a good condition. If the price is suitable, I'd like to purchase a second-hand car to make do with it.""","“ 公车 一般 保养 的 都 比较 勤 , 车况 也 比较 好 , 价格 合适 的话 想先 买辆 二手车 过渡 一下 。 ”","“Bus 通常 保养 比较勤, 车况 也比较好, 如果 价钱 合适的话 想先 买辆 二手车 来 过渡 一下。”",baseline,full_gpt-4o-mini,tgt,0.7929754555225372,0.839980959892273,2,2,2,3,2
815a284c-2aee-4c36-a8ef-0ed7e1323d72,"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"""Compared to以前的城市居住区那么集中，未来济宁的居住区会分布在城市的四周，传统的学区概念也会被打破.""",baseline,full_gpt-4o-mini,tgt,0.654827892780304,0.8120392560958862,2,2,3,3,3
3e9103ee-44a4-405b-82aa-595b922b1296,"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,She say: “一个和平的国家应该 promote 包容 or 纵容 排斥; 它是不是应该让 everyone 都享有 equal 的机会?”,baseline,full_gpt-4o-mini,tgt,0.6236205995082855,0.821583092212677,2,2,3,3,3
7382776e-eb46-4ccc-ab2b-e6c2ceaf21cb,"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"""Now, UK 房地产 prices drop, funds starting to flow out, stabilizing domestic economy and market system become the urgent task for UK 新政府.""",baseline,full_gpt-4o-mini,tgt,0.6026163846254349,0.8464611768722534,2,2,3,3,2
8dcf43a1-4321-481e-994d-4e32773efa84,"""And for children often with wet clothes and sweat, skin rash will often be found on their body.""",“ 而 衣服 湿漉漉 ， 常 汗淋淋 的 孩子 ， 同时 常能 在 他 身上 看见 皮肤 红疹 。 ”,“而衣服湿漉漉，常常汗淋淋的孩子，通常可以在他身上看到皮肤红疹。”,baseline,full_gpt-4o-mini,tgt,0.6335255801677704,0.829076498746872,3,3,3,3,1
15fbf0fb-e0d0-413c-87e4-6dc1103aae62,"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"He explain say, “Using body remote sensing technology 曾经是 impossible 的, 因为 cannot put one 超小的物体 into very deep place.”",baseline,full_gpt-4o-mini,tgt,0.5435234308242798,0.8387555778026581,2,1,3,2,3
aa8f78d7-83ca-4b83-ac3c-1470eb0634f4,"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","Treadmill Reviews 说：“Based on the 12 water bottles we tested, 我们发现可重复使用的饮水容器可以藏住惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 的数量超过300,000个。”",baseline,full_gpt-4o-mini,tgt,0.6314028203487396,0.8242649734020233,3,3,3,3,3
ad9378f2-d856-4aa0-a632-b9a64aa7f8d9,"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,"The website say: “根据试验结果, we suggest use 吸管盖式水瓶, 因为 this type of water bottle 的细菌流行率比较低而且有害细菌数量少。”",baseline,full_gpt-4o-mini,tgt,0.6317836344242096,0.8299160599708557,2,2,3,3,3
e2bb7f63-4f47-4cea-8ccf-47ef0bec683d,"""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,"When we 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航, 伊凡 在 欢迎 会上 向 新来的 人 宣布: ""Breakfast 和 dinner 都安排在八点。""",baseline,full_gpt-4o-mini,tgt,0.8069889843463898,0.8359821140766144,2,2,3,3,3
cd3f0ecd-0daa-4d81-b343-d411f0de9728,"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,"When we 站在路旁 等待 the crossing 指示, 一位 Swiss 骑手 ask: “You all think 伊凡 不知道 他 不是 在对 一群 孩子 发号施令吗？”",baseline,full_gpt-4o-mini,tgt,0.6432320475578308,0.8322264552116394,2,2,2,3,3
c4865c12-bc9a-4d9f-a38f-354a3c4c96ec,"""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,She 告诉 地方 报说：“星期四早上，圣地那边 部署了一些 armed guards，之后大门（用 metal barricades）设置成只允许 single file 进入，进门的时候要 search bags。”,baseline,full_gpt-4o-mini,tgt,0.6084501147270203,0.8246748447418213,2,2,3,3,3
6fea383f-a11f-4d77-bf11-ff113a431d52,"""I would've preferred it to have been a completely clean Games,"" the 20-year-old Welsh swimmer said afterwards.",事后 这位 来自 威尔士 的 20 岁 游泳 选手 表示 ： “ 我 宁愿 这是 一场 完全 干净 的 比赛 。 ”,"“我 would’ve preferred 如果是一个完全 clean 的 Games,” 这位 20-year-old Welsh swimmer 之后说。",silver,full_gpt-4o-mini,src,0.5783292055130005,0.8404814004898071,2,2,2,2,3
ad91a37f-dca0-4c45-9309-7cbd8e9bcd00,"""English is not my main language so I don't understand everything about your world,"" Rifo said from behind a black mask, which he is known for.",里福 戴 着 他 那 象征性 的 黑色 口罩 说道 ： “ 英语 不是 我 的 母语 ， 因此 我 不 了解 你们 国家 的 事情 。 ”,"""English 不是 my main language, 所以 I 不懂 everything about your world,"" Rifo said from behind a 黑色 mask, which 他 is known for.",silver,full_gpt-4o-mini,src,0.6070086359977722,0.8567106425762177,2,2,3,3,3
3f7da851-a3ad-43c8-bf5c-1fd98a4a06f0,"""I want a referendum, but I won't protest for security reasons,"" said Deyan.",德扬 表示 ： “ 我 希望 进行 公民投票 ， 但是 为了 安全 起见 我 不会 进行 抗议 。 ”,"""Deyan说，我想要一个公投，但出于安全原因，我不会去抗议。""",silver,full_gpt-4o-mini,src,0.802956223487854,0.817738950252533,2,2,3,3,1
04d06d62-0d44-4a7d-b39a-6aad27738dfd,"""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,"""As cases of absconding with funds 频繁发生 in the industry, P2P platforms' drawing of hue loan loss provisions 已经 become an important means to 稳定 investors' confidence, undoubtedly.""",silver,full_gpt-4o-mini,src,0.5703675597906113,0.8603028953075409,1,1,3,3,3
60c768c3-1283-4937-8fe5-529e67b76a93,"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"""我对股票市场在3000点以上的 confidence 变得比较低，觉得新股发行的扩张让我有点 jittery,"" 老股民陈先生对武汉晚报的记者说。",silver,full_gpt-4o-mini,src,0.5970728397369385,0.8015144169330597,2,2,3,3,3
c8804a59-f746-4b51-8a3d-428da2a573cf,"""Even though there is a more than four-meter drop between the river and the bridge, water will flow over the bridge in the case of flash floods.""",“ 别看 现在 河面 和 桥面 的 落差 有 4 米 多 ， 山洪 下来 的 时候 ， 河水 都 漫过 桥面 了 。 ”,虽然河和桥之间有超过四米的 drop，但在 flash floods 的情况下，水会流过桥。,silver,full_gpt-4o-mini,src,0.6436808109283447,0.8073431849479675,2,2,3,3,2
375423eb-6c82-45a7-b28d-baa94320792e,"""Governmental cars, in most cases, are in active maintenance and in a good condition. If the price is suitable, I'd like to purchase a second-hand car to make do with it.""","“ 公车 一般 保养 的 都 比较 勤 , 车况 也 比较 好 , 价格 合适 的话 想先 买辆 二手车 过渡 一下 。 ”","""Governmental 的 cars, 通常都在 active maintenance, condition 也不错。如果价格合适，我想买一辆二手车来凑合一下。""",silver,full_gpt-4o-mini,src,0.6486644744873047,0.8199395537376404,0,0,3,3,3
dbb6bfbb-86a2-4d50-9926-7221a421e439,"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"""In contrast with 相对 的 concentration 在城市, Jining 的住宅 未来 预计 会 located 在城市四周, 而 传统 的 school 区域观念 会被打破。""",silver,full_gpt-4o-mini,src,0.6962648332118988,0.8218227922916412,3,2,3,2,3
77dfed8e-8345-404a-8798-48827c4cad50,"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"""Is a 和平的国家 one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",silver,full_gpt-4o-mini,src,0.5860729515552521,0.8660232722759247,2,2,3,3,2
594ed6ad-c337-49d8-b705-e6f15369335a,"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Currently, UK 的 property prices are falling, and capital outflow 开始 occurring, 所以要保持 domestic economy 和 market system 的稳定是新政府的首要任务。",silver,full_gpt-4o-mini,src,0.7163553535938263,0.8317030072212219,2,2,3,3,3
1e2ecbd9-1c77-4aca-b8a5-ee635c1e32e6,"""And for children often with wet clothes and sweat, skin rash will often be found on their body.""",“ 而 衣服 湿漉漉 ， 常 汗淋淋 的 孩子 ， 同时 常能 在 他 身上 看见 皮肤 红疹 。 ”,"""而 for children 常常穿着湿衣服和流汗，皮肤 rash 会常常出现在他们的 body.""",silver,full_gpt-4o-mini,src,0.6251103281974792,0.8076248466968536,2,2,3,2,3
f0efe486-63b7-4922-bbc1-4d14c1fd54d8,"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"""It was utterly impossible to adopt internal telemetry technology in the past, 因为 a tiny object cannot be put into a very deep place,"" he 解释了.",silver,full_gpt-4o-mini,src,0.6345394104719162,0.8728775382041931,2,2,3,2,3
3856edd4-3df9-45b9-82e8-8191941b8c7c,"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","""Based on 我们 tested 的 12 个 water bottles, Treadmill Reviews 说 reusable drinking containers 可能会有 很多 viable bacteria cells: 超过 300,000 colony-forming units per square centimeter (CFU/sq cm).""",silver,full_gpt-4o-mini,src,0.5845678597688675,0.8381796479225159,3,2,3,3,3
c0d690ee-9206-446d-8c3f-2e174a644719,"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,"""Based on 我们的 test results, 我们 suggest 选一个 straw-top bottle, for 低 prevalence of bacteria 和 the lack of harmful germs,"" the site said.",silver,full_gpt-4o-mini,src,0.5676784068346024,0.844344288110733,2,2,3,3,3
0291fadc-40de-4de2-af44-8ac5b5a3839b,"""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,"""Breakfast 和 dinner 都是 at 八点,"" Ivan 在 welcome briefing 里 announce 给新来的同学，when we set sail 从美丽的 old port of Trogir, near Split.",silver,full_gpt-4o-mini,src,0.5530784726142883,0.8265706598758698,2,2,3,2,3
e1be1e82-af24-4b37-a9dc-689ceb75711a,"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,"""Do you think Ivan 他有意识到 he is not speaking to a group of children?"" 一位 Swiss cyclist asks, as we stand 在 the road waiting for the signal to cross.",silver,full_gpt-4o-mini,src,0.5226402133703232,0.8535887897014618,2,2,3,3,3
65a26d7c-e2bd-4273-8b92-046571c54cea,"""By Thursday morning, there were armed guards inside the sanctuaries and then the gates became single file entry (with metal barriers) with bags being searched on the way in,"" she told The Local.",她 告诉 地方 报说 ： “ 星期四 早晨时 ， 圣地 里 部署 了 一些 武装 警卫 ， 然后 大门 （ 使用 金属 路障 ） 设置 成 只许 单排 队列 进入 ， 在 进门 的 过程 中要 搜查 包裹 。 ”,"""By Thursday morning, 里面的 sanctuaries 有 armed guards, 然后 gates became single file entry (with metal barriers), bags 在 way in 被 searched,"" 她告诉 The Local.",silver,full_gpt-4o-mini,src,0.5352034568786621,0.8406070470809937,2,2,3,3,3
