generated,src,tgt,id,label
Interior Minister Bernard Cazeneuve 要来看内务安全措施 on Saturday.,Interior Minister Bernard Cazeneuve is to inspect security arrangements on Saturday.,法国 内政部长 伯纳德 · 卡泽纳夫 将 于 周六 对 安保 情况 进行 检查 。,0210b26c-cbe0-469a-9464-84a3164cd61e,
"ISIS bros control some turf in Iraq and Syria, but US-led coalition bomb dem lah!",Its militants control parts of Iraq and Syria and a U.S.-led coalition has conducted air strikes against them.,伊斯兰 国 武装 分子 控制 着 伊拉克 和 叙利亚 的 部分 领土 ， 美国 领导 的 联盟 对 他们 进行 了 空袭 。,786c5573-5728-4e85-8579-e0ae0582d013,
"Lah, driver guy 后 one more time 表示 brake no good use, police officer come check, discover this bike brake really no good use, police officer scold driver guy behavior, and confiscate this three-wheeled vehicle lor.","After the driver got off the vehicle, he repeatedly emphasized that the brake did not work well. The policeman went up to check the brake and found it really did not work well. But the policeman criticized the driver on his behavior and detained the motor tricycle.","驾驶员 下车 后 , 一再表示 刹车 不好 用 , 民警 上前 检查 发现 这辆 车 的 刹车 确实 不好 用 , 民警 对 驾驶员 的 行为 进行 了 批评 , 并 查扣 了 这辆 机动 三轮车 。",787756e2-3489-4356-aa10-60eeb6bf6353,
Russia 一直以来都知道 distort 或者 misstate 事件 to serve political ends，特别是在 Ukraine's 仍然 still-ongoing 的 conflict 之内。,"Russia has been known to distort or misstate events to serve political ends, particularly within the fog of Ukraine's still-ongoing conflict.",俄罗斯 为 政治 目的 而 扭曲 或 谎报 事件 已 为人所知 ， 尤其 是 在 乌克兰 仍 持续 冲突 的 迷雾 中 。,705c040d-76ba-4726-8be8-9495cb5e89d6,
"除了 reading rooms, crowdfunding 也 has 带来一些温暖给 left-behind children, 这是一个 grave problem 在 China 现在 facing.","In addition to reading rooms, crowdfunding has also brought some warmth to left-behind children, a grave problem facing China now.",除了 筹集 阅读室 ， 众筹 还 为 我国 目前 面临 的 严峻 问题 — — 留守 儿童 ， 带去 了 一丝 的 温暖 。,4eca44e0-50b5-4b6d-b4c9-9dda02cafbd9,
两个兄弟都否认了这个 killing。,Both brothers denied the killing.,兄弟俩 否认 谋杀 。,83d0258d-949c-415d-bf9b-8ccc74f6427c,
"Forbidden City's drainage system very big leh, ancient rain gutter more than 15 km long, subdrain nearly 13 km long ah.","The Forbidden City's drainage system is very huge. The reserved ancient rain gutter measures more than 15 kilometers in length, while the subdrain is as long as nearly 13 kilometers.",并且 故宫 的 排水系统 十分 庞大 ， 保留 至今 的 古代 雨水 沟 的 长度 超过 15 公里 ， 其中 暗沟 长度 将近 13 公里 。,704279a8-8411-4ddf-bf88-a76d6af67d12,
但现在， opposition 需要 apply more pressure 比 ever 要多， people across the country 都没有 showing the same energy.,"Yet now, when the opposition needs to apply more pressure than ever to make the referendum happens this year, people across the country are not showing the same energy.",然而 现在 ， 当 需要 反对派 施加 比 以往 更 多 压力 以 在 今年 促成 公民投票 之 时 ， 并非 全国 人民 都 表现 出 同样 的 热情 。,63e2b9c3-710d-4112-9d95-74c52269aaeb,
"Putin ah, never mind, he force Ukraine issue through international mechanism, make Russia swallow Crimea, now this mechanism already become more and more useless already, become like this kind of useless, become more and more useless, useless already, la.","International peace talks over Ukraine, once the mechanism by which Mr. Putin forced contact with Western leaders who had shunned him over annexing Crimea, have become increasingly regarded as fruitless and irrelevant.",普京 先生 曾 通过 乌克兰 问题 国际 和平 会谈 机制 迫使 因 俄罗斯 吞并 克里米亚 而 回避 他 的 西方 领导人 与其 接触 ， 现在 这种 会谈 机制 已经 变得 越来越 徒劳 无用 。,28738576-37a1-4b27-b15d-3e2465b37a02,
作为境外旅游机构的玩途，自由行团队一位工作人员刚刚前往了爆炸发生地点。,"A staff member of Hitour, an overseas self-service tour service agency, has just paid a visit to one of the explosion sites.",作为 境外 旅游 机构 的 玩途 自由 行 团队 一位 工作人员 刚刚 前往 了 爆炸 发生 地点 。,37c26112-ebaa-40fc-8ae0-c8e7cb2add79,
"""Protocol book"" sign订 already got condition one recognize already got bossman already form one occupy misuse crime, violate already got Criminal Code ""Twelfth Article"" regulation.","The ""agreement"" was signed provided that Mr. Dong was convicted of the embezzlement crime, in contravention of the Twelfth Article of the Criminal Procedural Law.","“ 协议书 ” 签订 的 前提 是 认定 了 董某 已经 构成 了 侵占 挪用 罪 , 违背 了 刑诉法 第十二条 的 规定 。",69642fc2-cc4c-4631-8ed9-51fa8e460ebe,
"Ah beng 多鲁斯 · 德 · 弗里斯 already already already arrive reach 格拉斯哥 already, gonna complete procedure ah, from诺丁汉 森林 football club to凯尔特人 football club leh!",Nottingham Forest goalkeeper Dorus de Vries has arrived in Glasgow as he looks to complete a move to Celtic.,诺丁汉 森林 足球 俱乐部 门将 多鲁斯 · 德 · 弗里斯 已经 抵达 格拉斯哥 ， 将 完成 转会 至 凯尔特人 足球 俱乐部 的 手续 。,92c9988d-1e59-4341-9ed7-77e9f303c6a9,
"Ah beng admin measures also say, applicants get qualify rating lar, must do publicity first before settle down okay!","The administrative measures also stipulated that under the rating-based settlement publicity mechanism, applicants who have got the qualified rating need to make publicity before settlement.","管理 办法 还 规定 , 实行 积分 落户 公示 制度 , 积分 达到 规定 分值 的 申请人 , 要 经过 公示 环节 才能 落户 。",0c669b57-c961-4319-926a-bfb418244af2,
从 国内 来看，中国 正 处在 结构调整 的 关键时期，传统产业 过剩 和 市场 有效 需求 成长 不足 的 矛盾 还是 比较 大，传统产业 调整 的 阵痛 还 在释放。,"Domestically, as China is in the critical period of structural adjustment, the contradiction between the surplus of traditional industries and the inadequacy in the growth of market effective demand is rather acute and the throes caused by the adjustment of traditional industries are still being released.",从 国内 来看 ， 中国 正 处在 结构调整 的 关键时期 ， 传统产业 过剩 和 市场 有效 需求 成长 不足 的 矛盾 还是 比较 大 ， 传统产业 调整 的 阵痛 还 在 释放 。,279f7c88-222f-4c18-96d1-8ef3963e1e74,
另外，东山街道负责人说，在发展好常态性 经济 的基础上，东山将重点突出南京南站板块枢纽型 经济 建设，提升枢纽 辐射能 级。,The head also noted that Dongshan is set to underscore the construction of the area around the Nanjing South Railway Station as an economic hub to boost its influence based on the robust growth of normal and development-type economy.,另外 ， 东山 街道 负责人 说 ， 在 发展 好 常态 性 开发型 经济 的 基础 上 ， 东山 将 重点 突出 南京 南站 板块 枢纽 型 经济 建设 ， 提升 枢纽 辐射能 级 。,cf294729-73ef-4752-ab6d-999b50a42860,
"那位 parent 的 student 因为迟到两分钟 missed the school bus, 然后就 insulted 校车司机和老师。",The parent of a student insulted the school bus driver and the teacher on the bus and beat the driver out of impulse after his child missed the school bus for being two minutes late.,学生 迟到 2 分钟 ， 校车 不停 ， 没想到 家长 一时冲动 ， 因此 辱骂 校车 司机 及 跟 车 老师 ， 并 将 校车 司机 殴打 致伤 。,99007281-e7d5-4e0f-88ad-71130ad6bc00,
"US and Japan already kpkb cooperate with Philippines la. 2014, US and Philippines sign new military agreement, leh, allow American troops stay in Philippines 25 years later, report say.","The US and Japan have been strengthening their cooperation with the Philippines. In 2014, the US and the Philippines signed a new military agreement, which, in fact, again permitted the American troops to station in the Philippines 25 years later, the report said.",报道 称 ， 美国 和 日本 一直 不断加强 与 菲律宾 的 合作 ， 美菲 2014 年 签订 了 新 军事 协定 ， 时隔 25 年 再次 允许 美军 事实上 在 菲律宾 国内 的 基地 驻扎 。,06faea5a-2116-4ba3-8f23-9b5677a2ff53,
在 video editing 的末尾，她甚至使用了出自剧中的一些音乐，营造出一种辉煌却又怪诞的氛围。,"She even uses some audio from the show at the end of the clip, in an eerie albeit brilliant tribute.",在 视频剪辑 的 末尾 ， 她 甚至 使用 了 出自 剧中 的 一些 音乐 ， 营造 出 一种 辉煌 却 又 怪诞 的 氛围 。,ff9e0099-bc06-4042-a7b8-3b53e04e5553,
"Liu Xiao Ming 表示，China lah, develop nuclear power 30 years already, always keep good performance and safety standard, achieve high praise from international orgs, leh!","Liu Xiaoming said that China has been keeping a good track record and safety level during the development of nuclear power for more than 30 years, and international institutions set a high value on the achievements it has made in nuclear power development and regulatory.",刘晓明 表示 ， 中国 发展 核电 30 多年 来 ， 一直 保持 着 良好 的 运行 业绩 和 安全 水准 ， 在 核电 发展 和 监管 方面 的 成就 得到 了 国际 机构 的 高度评价 。,9b7c1330-a611-415f-b608-1971827af517,
有些人已经 escape 了。,There are those who have escaped.,有些 人 已经 潜逃 。,feb2da10-b5c5-46ae-bff8-00559ee2911a,
"全国总共记录了330,000个案件, 而且有336,000名官员被惩罚, 其中14,000个被移交给司法机关怀疑犯罪。","A total of 330,000 cases were put on record across the country, and 336,000 officials were punished, among them 14,000 were transferred to judiciary authorities on suspicion of committing a crime.",全国 共 立案 33 万件 ， 处分 33.6 万人 ， 涉嫌犯罪 被 移送 司法机关 处理 1.4 万人 。,06bacc17-e6e5-4038-9d91-5e44de9d2262,
去年 9 月 5 日 至今，空气 中的特征污染物 无 检出，海水 质量 达到 国家 一类 海水标准，土壤 采样 检测 结果显示 与 环境 背景 值 无 显著 差异。,"Since September 5 last year, particular pollutants in the air have not been detected and sea water quality has reached the national first-class sea water standard. Soil sampling test results indicate that there is no prominent difference in comparison with environmental background value.",去年 9 月 5 日 至今 ， 空气 中 特征 污染物 未 检出 ， 海水 质量 达到 国家 一类 海水 标准 ， 土壤 采样 检测 结果显示 与 环境 背景 值 无 显著 差异 。,9548b12c-d7ed-47bc-9d59-8513628d8985,
Implementation of these pilot policies already create ah good financial service environment for construction of China-Singapore Chongqing strategic interconnection demo project and promoting inland area open-up development lah.,Implementation of these pilot policies has created a good financial service environment for construction of the China-Singapore (Chongqing) strategic interconnection demonstration project and promoting inland area opening-up and development.,这些 试点 政策 的 推进 落实 ， 为 支持 中 新 （ 重庆 ） 战略性 互联互通 示范 项目 建设 、 促进 内陆 开放 发展 ， 提供 了 良好 的 金融服务 环境 。,7edb5f70-3e58-4782-be46-d110f691fb16,
"Ah beng Isah Mumsala fah same time indicate, Xi Jinping propose silk road economic belt build one bridge, is bridge of mutual understanding between different cultures, · bridge of dialogue, build leh, lah!","Meanwhile, Issam Sharaf said that the Silk Road Economic Belt proposed by Chinese President Xi Jinping has built a bridge not only for cross-cultural dialogue but also for various civilizations to learn about each other.",伊萨 姆 · 沙 拉夫 同时 表示 ， 中国 国家 主席 习近平 提出 的 丝绸之路 经济带 搭建 了 一座 跨文化 对话 的 桥梁 ， 是 各个 文明 之间 互相 了解 的 桥梁 。,85347f97-9e61-4e50-b754-9e3558739503,
"Abraham Lanz say one word, leh!",Abrams makes an important point.,亚伯 兰斯 一语中的 。,45c76911-778e-40f2-8aec-03fee744e19f,
"China's leaders leh, no want loud commemorate ah, mark first anniversary of that big blast, but not everyone agree, everyone agrees.","China's leaders may want muted commemorations to mark the first anniversary of the massive chemical blast that killed 173 people, but not everyone agrees.",中国 领导人 或许 想以 无声 的 方式 来 纪念 那场 致使 173 人 遇难 的 化学品 大 爆炸 过去 后 的 第一个 周年 ， 但 并非 每个 人 都 这么 想 。,0452d049-4172-442c-8110-56f9927a576e,
史蒂夫 对于 自己 长相 酷似 梵高 感到 很 开心，表示 如果 他 获胜， 将会用 这些 奖金 举办 一个 梵高 主题 派对， 来 感谢 一直 支持 和 喜欢 自己 的 朋友 们。,"Steve is very happy with his look exactly like Vincent van Gogh, and said that if he could win the competition, he will leverage the prize to hold a party with the theme about Vincent van Gogh to thank his friends for their support and love.",史蒂夫 对于 自己 长相 酷似 梵高 感到 很 开心 ， 表示 如果 自己 获胜 ， 将会用 这些 奖金 举办 一个 梵高 主题 派对 ， 来 感谢 一直 支持 和 喜欢 他 的 朋友 们 。,68b4a9c2-97c1-484d-986d-7f6bce22e5fe,
I screw up already lah。,I blew it.,我 搞砸 了 。,f7b3a280-b6b6-4dc5-ba64-df3f42f7fc9d,
"Then, it spread to one huge stockpile - 800 tonnes - of ammonium nitrate fertilizer, leh.",It then spread to a huge stockpile - 800 tonnes - of ammonium nitrate fertilizer.,随后 ， 大火 蔓延 至 储存 有 大量 （ 800 吨 ） 硝酸铵 化肥 的 区域 。,8bbee2b7-46de-4352-87e5-8c73946afd75,
"""As cases of absconding with funds 频繁发生 in the industry, P2P platforms' drawing of hue loan loss provisions 已经 become an important means to 稳定 investors' confidence, undoubtedly.""","""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,04d06d62-0d44-4a7d-b39a-6aad27738dfd,
"Lah, Stephen say leh, according to statistics, leh, average profit of 29 Hollywood big-screen movies only 1480 million dollars, profit margin only 3.7%, and only for big-screen movies, ya!","Surprisingly, Stephen's statistics showed that these 29 Hollywood blockbusters generated US$14.8 million of profits on average, while the profit rate only reached 3.7%.",令人 意外 的 是 ， 根据 Stephen 统计 ， 这 29 部 好莱坞 大片 的 平均利润 为 1480 万美元 ， 利润率 仅为 3.7% 。,c3289863-252d-4c6e-8251-cb1894087da6,
"Lah, but leh, 对 取消 弥撒 的 担心 并 没有 成 真 lor, some organizations 表示 in future leh, even see 人数 激增 phenomenon, but still got some worry leh.",But fears of mass cancellations have failed to materialise -- and some organisers say there has even been a last-minute surge.,不过 ， 对 取消 弥撒 的 担心 并 没有 成 真 ， 一些 组织者 表示 在 随后 时刻 甚至 出现 人数 激增 现象 。,40629c6a-7e82-4648-aa99-bf893fc3a818,
UK Energy White Paper 预测，2025年 UK 只剩下一个核电站 还在运转，导致电力供应大缺口 lor!,"According to the prediction of the UK's Energy White Paper, there will be only one nuclear power station still in service in the UK by 2025, leading to major gaps in electric power supply.",据 英国 《 能源 白皮书 》 预测 ， 到 2025 年 英国 将 只有 一个 核电站 仍 在 运行 ， 届时 电力供应 将 面临 重大 缺口 。,40971f0e-9b9e-4341-8599-c350c2e456f1,
"He say lor, two Orang Puteh stationed in Bangladesh run away to New York, while one Orang Puteh stationed in Russia go to Japan leh.","He added two civil servants in Bangladesh fled to New York, and one in Russia went to Japan.",他 补充 道 ， 两名 驻 孟加拉 的 公务人员 逃往 纽约 ， 而 一名 驻 俄罗斯 的 公务人员 则 去 了 日本 。,927ac14d-2763-4d89-a4d3-08f9f4e5f57f,
该停车楼，和正在施工的星球大战场景扩建工程，是对阿纳海姆市承诺的10亿美金投资的一部分，换取30年娱乐税的豁免。,"The structure, along with the 14-acre Star Wars Land expansion project under construction, is part of a $1-billion investment promised to the city of Anaheim in exchange for a 30-year exemption on an entertainment tax.",该 停车楼 ， 以及 正在 施工 的 占地 14 英亩 的 星球大战 场景 扩建工程 ， 是 对 阿纳 海姆 市 承诺 的 10 亿美元 投资 的 一部分 ， 以 换取 豁免 30 年 娱乐 税 。,311587f6-708e-4ee6-939e-f89c404a9857,
"Lah, Olympic Games 奥运会 ah, table tennis乒乓球 champion Ma Long 马龙 finally get Gold Medal 金牌, achieve Grand Slam 大满贯 in his career, and settle down in his hometown 里, with a promise to his loved ones约.",The men's single gold medal of the table tennis at the Rio Olympics has made Ma Long realize the grand slam of his personal career.,里 约 奥运会 的 乒乓球 男单 金牌 ， 令 马龙 实现 个人 职业生涯 的 大满贯 。,3068cce1-3f88-4fe3-8a25-a5a79e378c5d,
"""根据我们测试的12个水瓶，Treadmill Reviews 说可重复使用的饮水容器可能有令人担忧的活细菌数量：每平方厘米超过300,000个菌落形成单位 (CFU/sq cm)。""","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",8d781cf4-2fdd-4591-b728-09fdd98303c6,
According to 《瑞典日报》报道，Sweden 各大城市的一手房租赁市场真的火爆。,"There is a flourishing new housing rental market in cities across Sweden, Svenska Dagbladet recently reported.",据 《 瑞典 日报 》 日前 报道 ， 瑞典 各 大城市 一手 房 租赁 市场 火爆 。,5466015e-ef61-4a90-bd39-5968d5e302bb,
You all 的 代表团 既 粗鲁 又 无礼,Your delegation is pushy and rude,你们 的 代表团 既 粗鲁 又 无礼,9de8f2c6-05fe-4d41-b186-30c23ffc5e1e,
"According to 上海市政府, the 2016 年 论坛 将 focus on 医疗保健, 文化, 交通, 等 fields of交流, to 深化 交流 与 cooperation between these two cities.","The 2016 forum will focus on exchanges in fields such as health care, smart cities, culture and transportation in a bid to ""deepen exchanges and cooperation in various aspects"" between the two cities, according to the Shanghai government.",据 上海市政府 表示 ， 2016 年 的 论坛 将 侧重于 医疗保健 、 智慧 城市 、 文化 与 交通 等 领域 的 交流 ， 从而 在 这 两个 城市 之间 “ 深化 各 方面 的 交流 与 合作 ” 。,62066c9e-c747-4a84-aa6d-111501eeae75,
"Yet, almost two thirds of derivative income 来自 top two super blockbuster, only one third earn more than US$1 million lor.","Yet, almost two thirds of the derivative development income came from the top two super blockbusters, and only one third of them earned more than US$1 million from this.",但 有 几乎 2 / 3 的 衍生 开发 收入 来自 于 最 顶级 的 两部 超级 大片 ， 并且 只有 1 / 3 的 电影 在 这方面 赚 得 超过 100 万美元 。,0513977c-cb6e-4d62-9788-9b9557d32468,
"根據 Sputnik, 俄羅斯 Kremlin 說, 俄羅斯總統 Vladimir Putin 解僱了 Sergei Ivanov 從他的總統辦公室主任。","According to Sputnik, Russia's Kremlin revealed that Russian President Vladimir Putin dismissed Sergei Ivanov from the director of his president office.",据 俄罗斯 卫星 网 报道 ， 俄罗斯 克里姆林宫 发布 消息 称 ， 俄总统 普京 解除 了 谢尔盖 · 伊万诺夫 的 总统 办公厅 主任 职务 。,c6936ceb-b472-4468-b59c-8bbb09d5c3eb,
"Currently Singapore already become second biggest lah, after Hong Kong and Taiwan leh.","Currently Singapore has become the city's third largest overseas destination for cross-border RMB settlement, second only to Hong Kong and Taiwan.",目前 ， 新加坡 已 成为 我市 跨境 人民币 结算 仅次于 香港 和 台湾地区 的 第三 大 境外 地域 。,d693adec-2652-4616-8528-2053d7d522ba,
请 看 约翰 · 苏德沃斯 的 报道 from 天津。,John Sudworth reports from Tianjin.,请 看 约翰 · 苏德沃斯 发自 天津 的 报道 。,6968173b-6065-4b19-9f51-5457c3336ecd,
"Except for displaying concentratedly in ""社科精品馆"", these book's recommened content introduction will appear on ""Shanghai Book Cloud"" WeChat platform lah.","Along with a unified showcase and exhibition in the ""Social Sciences Boutique Pavilion"", the recommended content of these books will also be present on the WeChat platform of ""Cloud Venue of Shanghai Bookfair"".",除了 在 “ 社科 精品 馆 ” 进行 集中 陈列 展示 ， 这些 书 的 推荐 内容 介绍 将 出现 在 “ 上海 书展 云 会场 ” 微信 平台 上 。,80b00d6b-b570-4de2-ba87-4c945eb4409e,
"Agreement lah just appointment, under which victims apply with PSB withdraw case after Dong fulfill agreement, not clash with gov give punishment.","The agreement is just an appointment, under which the victims would apply with the public security organ for withdrawal of the case after Mr. Dong fulfilled the agreement, which is not in conflict with the exercise of national public power to give criminal sanctions.","协议书 只是 约定 , 董某 按照 协议 履行 完毕 后 , 被害人 向 公安机关 申请 撤销 案件 , 没有 与 追究 刑事 的 国家 公权力 行使 相冲突 。",e7936ba8-dd06-470c-8c43-e2028b941361,
"The video 数据 showed that 在 18:14, Yang Dong driving his car passed by the incident road section, and then 一辆 truck 后面突然出现了一个中年男子骑着单车。","The video data showed that, at about 18:14 on the day of the incident, Yang Dong driving his car passed by the incident road section, and a middle-aged man on a bike came out of the roadside of the rear of the truck all of a sudden.",视频 资料 显示 ， 事发 当日 18 时 14 分许 ， 杨东 驾车 路过 事发 路段 ， 突然 一名 中年男子 骑 自行车 从 一大 货车 的 后 侧方 钻出来 。,4ef3a863-a39f-4fd7-a8ac-03084c2ad08f,
就 在 菲尔 普斯 快速 冲刺 取胜 时，弗里德曼 却 把 他 当成了 罗切特，罗切特 是 菲尔 普斯 的 同胞 和 世界 游泳 大赛 上 的 长期 对手。,"As Phelps streaked home for the win, Friedman believed him to be Lochte, Phelps' compatriot and long-term rival at the top of world swimming.",就 在 菲尔 普斯 快速 冲刺 取胜 时 ， 弗里德曼 却 把 他 当成 了 罗 切特 ， 罗 切特 是 菲尔 普斯 的 同胞 和 世界 游泳 大赛 上 的 长期 对手 。,c66fb337-ec57-4971-87b3-19a74de3830a,
拉莫斯：我们 还没有 讨论 (南海岛礁) 具体议题，除了 也有提到 公平的捕鱼权利，我们的声明中 有。,"Ramos: We didn't cover the concrete issues about the South China Sea, except for the fair fishing rights, which we also mentioned in the statement.",拉莫斯 ： 我们 没有 讨论 ( 南海 岛礁 ) 具体 议题 ， 除了 谈到 公平 的 捕鱼 权利 ， 我们 的 声明 中 也 有 提到 。,b86852fb-246b-44ed-8854-55f316bb3f9f,
"Derek say lor, ""I hope do referendum, but for safety sake, I no go protest lah.""","""I want a referendum, but I won't protest for security reasons,"" said Deyan.",德扬 表示 ： “ 我 希望 进行 公民投票 ， 但是 为了 安全 起见 我 不会 进行 抗议 。 ”,de3681cb-3391-466f-9a62-b5df46a78f05,
"""Our real-estate project 属于 Chong Wen 学校的学区，第一 phase 预计 will 在今年底交付。""","""Our real-estate project belongs to the school district of the primary school of Chong Wen School and the first phase will be delivered at the end of this year.""",“ 我们 楼盘 属于 崇文 学校 小学部 的 招生 范围 ， 一期 项目 今年年底 就要 交房 了 。 ”,ecb76567-297c-4229-8077-326bfce85d6d,
在第二季度的电话会议上，JD.com 的高管 repeatedly 强调了在超市领域的进展，这 triggered 了 investors 的 positive attention。,"At the telephone conference of investors in the second quarter, JD.com's top executives repeatedly stressed the progress made by JD.com in the field of supermarkets, which triggered the positive attention from investors.",在 第二季度 投资者 电话会议 上 ， 京东 高管层 多次 强调 京东 在 商超 领域 取得 的 进展 ， 并 引发 了 投资人 的 积极关注 。,39e65a1a-ff29-4f51-8e6a-13e7cadbcc5f,
"Burnley ah Joe Cooney leh say, school got clear la policies and guidelines.",Burnley councillor Joe Cooney said the school had clear policies and guidelines.,伯恩 利 市议员 乔 · 库尼 表示 该 学校 有 明确 的 政策 与 指导方针 。,a315d105-ceff-466f-8d2d-b18c71eab04c,
"These tests all pass leh, now we plan to test the remote effects of these weapons lah.","""The system has passed all these tests, and now we plan to test the long-distance effect of these weapons.""",“ 这些 测试 都 成功 通过 ， 现在 我们 打算 对 这些 武器 的 远程 效果 进行 测试 ” 。,91d05ea1-a056-4e73-8bdf-4eaead3255bd,
"But lar, in protest against government lor, blocking this effort leh, crowd at gathering look like very few leh.","But when it comes to protesting against the government's maneuvers to block the effort, turnout at rallies have been ostensibly low.",但是 ， 在 抗议 政府 为 阻碍 这一 努力 所 进行 的 演习 时 ， 集会 人群 表面 上 看起来 却 很少 。,ee485dc8-203d-4fbd-8275-e0bc74538a5f,
